,station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
497,386155,99999,2009,3,11,46.9000015259,24,34.9000015259,24.0,,,,,5.0,24.0,4.09999990463,24.0,5.80000019073,,32.0,True,,,0.0,,False,False,False,False,False,False
498,727135,99999,2002,12,20,38.0,24,35.0,24.0,1005.40002441,24.0,,,6.09999990463,24.0,2.90000009537,24.0,14.0,22.0,28.3999996185,True,,,0.819999992847,,True,True,True,True,True,True
499,560330,99999,1958,9,4,37.2999992371,7,14.1999998093,7.0,,,966.299987793,7.0,30.2000007629,7.0,4.30000019073,7.0,8.0,,27.0,True,,,0.0,,False,False,False,False,False,False
500,307570,99999,1996,8,21,39.9000015259,4,36.5999984741,4.0,1021.40002441,4.0,,,23.2999992371,4.0,1.0,4.0,1.89999997616,,36.2999992371,True,,,0.0,,True,True,True,True,True,True
501,471220,99999,2002,12,21,39.9000015259,24,35.2000007629,24.0,1025.90002441,24.0,,,7.0,24.0,3.70000004768,24.0,5.09999990463,,28.3999996185,True,,,0.0,,False,False,False,False,False,False
502,854180,99999,2000,5,21,59.0,24,49.9000015259,24.0,1016.79998779,8.0,,,7.19999980927,24.0,4.5,24.0,11.1000003815,,51.0999984741,False,,,0.0,,False,False,False,False,False,False
503,130210,99999,1979,6,3,62.2000007629,4,55.4000015259,4.0,,,,,7.5,4.0,4.0,4.0,8.89999961853,,50.0,False,,,0.550000011921,,False,False,False,False,False,False
504,724461,13988,1980,7,22,78.8000030518,24,58.7999992371,24.0,,,,,7.59999990463,24.0,9.5,24.0,15.0,,68.0,True,,,0.0,,False,False,False,False,False,False
505,725348,99999,2001,11,25,47.0,24,41.7999992371,24.0,,,,,8.89999961853,24.0,17.2999992371,24.0,23.8999996185,40.0,42.7999992371,True,,,,,False,False,False,False,False,False
506,226210,99999,1962,2,14,11.8000001907,5,8.0,5.0,987.200012207,4.0,,,5.5,5.0,7.19999980927,5.0,8.0,,3.0,True,,,,,False,False,False,False,False,False
507,633340,99999,1990,1,16,70.1999969482,4,46.0,4.0,1007.90002441,4.0,763.700012207,4.0,13.1999998093,4.0,5.80000019073,4.0,7.80000019073,,46.2000007629,False,,,0.0,,False,False,False,False,False,False
508,153450,99999,1986,12,25,21.0,15,14.3999996185,6.0,1022.29998779,6.0,953.299987793,6.0,5.19999980927,15.0,3.79999995232,15.0,7.80000019073,,17.2000007629,True,,,0.0,3.90000009537,False,False,False,False,False,False
509,111200,99999,1967,3,15,36.2999992371,8,27.5,8.0,1036.09997559,8.0,,,14.8000001907,8.0,2.20000004768,8.0,4.09999990463,,27.0,False,,,0.0,,False,False,False,False,False,False
510,628050,99999,2002,4,19,93.4000015259,5,47.7999992371,5.0,1002.29998779,5.0,951.5,5.0,12.3999996185,5.0,3.79999995232,5.0,9.89999961853,,82.4000015259,True,,,0.0299999993294,,False,False,False,False,False,False
511,722106,12835,1991,7,7,83.1999969482,24,73.5999984741,24.0,1019.0,24.0,,,6.90000009537,24.0,3.79999995232,24.0,10.1000003815,,75.0,True,,,1.53999996185,,False,False,False,False,False,False
512,727430,94850,1988,11,1,31.7999992371,21,30.3999996185,21.0,1010.20001221,21.0,957.0,21.0,2.79999995232,21.0,10.3000001907,21.0,17.1000003815,28.0,25.0,False,,,0.639999985695,5.09999990463,True,True,True,True,True,True
513,155440,99999,1973,8,2,69.5,6,54.7999992371,6.0,1017.70001221,6.0,,,12.3999996185,6.0,3.59999990463,6.0,9.69999980927,,55.4000015259,False,,,0.0,,False,False,False,False,False,False
514,286210,99999,1990,11,15,15.1000003815,8,7.90000009537,8.0,1010.79998779,8.0,986.700012207,8.0,15.8999996185,7.0,7.80000019073,8.0,15.5,,11.8000001907,True,,,,,False,False,False,False,False,False
515,483510,99999,2000,7,30,83.5,8,75.6999969482,8.0,1006.40002441,8.0,999.0,8.0,7.69999980927,8.0,0.0,8.0,,,73.1999969482,False,,,0.070000000298,,False,False,False,False,False,False
516,942850,99999,2006,1,29,78.8000030518,8,75.6999969482,8.0,1005.09997559,8.0,1004.70001221,8.0,,,8.0,8.0,13.0,,77.0,False,,,0.829999983311,,False,False,False,False,False,False
517,484610,99999,2008,1,9,79.6999969482,8,72.3000030518,8.0,1011.70001221,8.0,1004.79998779,8.0,2.29999995232,8.0,1.60000002384,8.0,7.0,,74.8000030518,False,,,0.0,,False,False,False,False,False,False
518,476400,99999,1992,3,11,42.9000015259,24,35.2999992371,24.0,,,920.700012207,24.0,,,2.5,24.0,8.0,,32.9000015259,False,,,0.0,,False,False,False,False,False,False
519,10980,99999,1995,12,4,32.0,8,22.1000003815,8.0,1031.90002441,8.0,1030.0,8.0,41.9000015259,8.0,16.0,8.0,22.0,,22.1000003815,False,,,0.0,,False,False,False,False,False,False
520,718410,99999,1997,6,17,52.5999984741,4,37.0999984741,4.0,1008.5,4.0,969.700012207,4.0,,,3.0,4.0,6.0,,36.5,False,,,0.0,,False,False,False,False,False,False
521,946720,99999,1957,1,16,69.0,8,38.5999984741,8.0,,,1018.79998779,8.0,26.7999992371,8.0,10.0,8.0,18.1000003815,,55.0,False,,,0.0,,False,False,False,False,False,False
522,14030,99999,1978,12,11,40.5,8,34.0,8.0,1004.90002441,8.0,,,25.2000007629,8.0,23.6000003815,8.0,28.0,,33.7999992371,False,,,0.34999999404,,False,False,False,False,False,False
523,600400,99999,1999,8,9,77.5,19,70.3000030518,19.0,,,,,8.5,19.0,14.3000001907,19.0,19.0,,70.5,False,,,0.0,,False,False,False,False,False,False
524,718630,99999,1981,10,4,42.2999992371,24,31.0,24.0,1012.59997559,24.0,943.299987793,24.0,14.8999996185,24.0,5.69999980927,24.0,10.8999996185,,32.0,False,,,0.0,,False,False,False,False,False,False
525,310870,99999,1988,6,2,38.5999984741,6,34.7999992371,6.0,1010.79998779,6.0,,,17.6000003815,6.0,4.5,6.0,9.69999980927,,36.0,True,,,0.0399999991059,,False,False,False,False,False,False
526,233300,99999,2006,7,25,59.0,8,55.9000015259,8.0,994.099975586,8.0,991.700012207,8.0,10.3999996185,8.0,5.09999990463,8.0,17.5,,48.4000015259,False,,,,,False,False,False,False,False,False
527,956870,99999,1999,4,23,50.7000007629,8,25.5,8.0,1021.79998779,8.0,1018.0,8.0,,,2.90000009537,8.0,8.0,,29.1000003815,False,,,0.0,,False,False,False,False,False,False
528,543370,99999,1994,3,11,27.5,8,-11.6000003815,8.0,1026.30004883,8.0,1017.40002441,8.0,9.30000019073,8.0,5.59999990463,8.0,9.69999980927,,21.7000007629,False,,,0.0,,False,False,False,False,False,False
529,999999,23160,1969,1,9,58.5999984741,8,29.7000007629,8.0,1007.70001221,8.0,920.400024414,8.0,41.0,8.0,7.09999990463,8.0,13.0,,43.0,True,,,0.0,,False,False,False,False,False,False
530,724880,23185,2006,6,24,80.4000015259,24,39.7999992371,24.0,1017.20001221,23.0,,,10.0,24.0,3.5,24.0,14.0,19.0,60.0999984741,False,,,0.0,,False,False,False,False,False,False
531,723495,13987,2004,1,6,12.3999996185,24,2.59999990463,24.0,1040.90002441,24.0,,,10.0,24.0,6.5,24.0,14.0,,3.90000009537,False,,,0.0,,False,False,False,False,False,False
532,952050,99999,1999,3,8,76.5,6,73.3000030518,6.0,1008.29998779,6.0,1007.59997559,6.0,,,7.69999980927,6.0,16.8999996185,,75.5999984741,True,,,0.0,,False,False,False,False,False,False
533,725510,14939,2002,11,10,46.7999992371,24,33.7999992371,24.0,999.5,24.0,,,10.0,24.0,9.89999961853,24.0,24.1000003815,27.0,35.0999984741,False,,,0.0,,False,False,False,False,False,False
534,722116,99999,1973,12,10,51.9000015259,24,45.5999984741,24.0,,,,,12.6000003815,24.0,5.59999990463,24.0,11.8000001907,,45.9000015259,True,,,0.0,,False,False,False,False,False,False
535,272420,99999,2007,2,6,2.0,6,-5.09999990463,6.0,999.799987793,6.0,986.099975586,6.0,8.60000038147,6.0,5.5,6.0,7.80000019073,,-7.40000009537,False,,,,,False,False,False,False,False,False
536,944920,99999,1990,7,21,58.5999984741,6,38.2999992371,6.0,1014.70001221,6.0,1000.20001221,6.0,31.1000003815,6.0,3.0,6.0,5.09999990463,,49.5,True,,,0.0,,False,False,False,False,False,False
537,314820,99999,1970,12,20,-9.89999961853,8,-22.2999992371,8.0,1011.5,8.0,,,17.1000003815,8.0,1.70000004768,8.0,6.0,,-24.0,False,,,0.0,,False,False,False,False,False,False
538,744900,99999,1997,4,4,49.2000007629,15,30.6000003815,15.0,,,,,20.6000003815,14.0,10.3000001907,15.0,15.8999996185,,35.5999984741,True,,,0.0,,False,False,False,False,False,False
539,724586,13922,1964,11,2,66.0999984741,24,58.2999992371,24.0,1007.79998779,8.0,963.299987793,4.0,13.1999998093,24.0,13.8000001907,24.0,22.8999996185,,60.0999984741,True,,,0.0,,False,False,False,False,False,False
540,243290,99999,1982,1,24,-31.0,8,-36.2000007629,8.0,1016.29998779,8.0,,,28.8999996185,8.0,0.0,8.0,,,-50.2999992371,False,,,0.0,15.3999996185,False,False,False,False,False,False
541,75580,99999,2000,5,2,61.7000007629,24,44.7999992371,24.0,1013.79998779,24.0,932.200012207,24.0,16.6000003815,12.0,5.40000009537,24.0,9.89999961853,,49.7999992371,False,,,0.0,,False,False,False,False,False,False
542,29580,99999,1986,2,9,1.29999995232,7,-1.89999997616,7.0,1026.19995117,7.0,,,2.79999995232,7.0,3.40000009537,7.0,6.0,,-5.30000019073,False,,,0.0,29.5,False,False,False,False,False,False
543,471550,99999,1991,3,13,49.7999992371,8,26.0,8.0,1022.79998779,8.0,,,13.6999998093,8.0,6.59999990463,8.0,13.0,,37.5999984741,True,,,,,False,False,False,False,False,False
544,427340,99999,1973,1,1,64.0,5,36.0,5.0,1017.70001221,5.0,,,4.69999980927,5.0,8.5,5.0,15.0,,46.4000015259,True,,,0.0,,False,False,False,False,False,False
545,14280,99999,1988,8,25,59.0,7,56.4000015259,7.0,,,,,3.90000009537,7.0,17.0,7.0,20.0,,57.2000007629,True,,,,,False,False,False,False,False,False
546,25520,99999,2003,6,10,59.5999984741,7,51.0,7.0,,,,,12.0,7.0,5.0,7.0,7.80000019073,,47.5,False,,,0.019999999553,,False,False,False,False,False,False
547,308430,99999,1994,5,8,56.4000015259,7,35.2999992371,7.0,995.599975586,6.0,,,12.3999996185,7.0,6.69999980927,7.0,23.2999992371,35.0,40.2999992371,False,,,0.0,,False,False,False,False,False,False
548,404270,99999,1955,6,30,92.5999984741,8,78.5999984741,8.0,996.700012207,8.0,,,12.6999998093,8.0,10.5,8.0,13.0,,84.9000015259,False,,,0.0,,False,False,False,False,False,False
549,122100,99999,1993,3,15,48.7000007629,4,39.2999992371,4.0,1024.90002441,4.0,,,2.5,4.0,1.89999997616,4.0,3.90000009537,,41.7000007629,True,,,0.0,,False,False,False,False,False,False
550,171150,99999,2004,7,2,70.5999984741,12,57.2000007629,12.0,,,,,6.19999980927,12.0,5.59999990463,12.0,9.89999961853,,66.1999969482,True,,,0.0,,False,False,False,False,False,False
551,957700,99999,1997,12,16,72.3000030518,6,63.2000007629,6.0,1013.90002441,6.0,1011.59997559,6.0,,,7.80000019073,6.0,15.0,,64.8000030518,False,,,0.0,,False,False,False,False,False,False
552,62694,99999,2005,3,10,38.9000015259,24,35.7999992371,24.0,,,,,7.0,24.0,8.10000038147,24.0,19.0,22.0,37.4000015259,True,,,0.0,,False,False,False,False,False,False
553,724106,13728,1986,7,25,83.0,15,72.8000030518,15.0,1018.5,15.0,,,4.59999990463,15.0,2.90000009537,15.0,9.89999961853,,73.0,False,,,0.0,,True,True,True,True,True,True
554,725315,99999,1995,9,8,60.2000007629,19,57.7999992371,19.0,,,,,4.19999980927,19.0,10.1999998093,19.0,11.8000001907,,55.9000015259,True,,,0.0,,False,False,False,False,False,False
555,715510,99999,2005,6,26,58.5,4,57.5999984741,4.0,,,,,,,6.80000019073,4.0,8.89999961853,24.1000003815,43.0,False,,,0.280000001192,,False,False,False,False,False,False
556,82150,99999,1977,1,5,24.3999996185,5,15.3999996185,5.0,,,813.599975586,5.0,14.8999996185,5.0,8.39999961853,5.0,12.0,,19.3999996185,False,,,0.0,,False,False,False,False,False,False
557,725036,14757,1977,9,24,56.0999984741,24,54.5999984741,24.0,1020.09997559,24.0,1013.59997559,18.0,3.90000009537,24.0,6.69999980927,24.0,12.0,,50.0,True,,,0.20000000298,,True,True,True,True,True,True
558,726386,99999,1992,5,14,49.9000015259,4,,,1024.90002441,4.0,,,11.5,4.0,7.59999990463,4.0,11.8000001907,,48.9000015259,True,,,0.0,,False,False,False,False,False,False
559,474050,99999,1964,4,1,30.8999996185,8,,,1009.0,4.0,1007.0,4.0,,,6.80000019073,8.0,12.0,,24.1000003815,True,,,1.64999997616,,False,False,False,False,False,False
560,561370,99999,1997,12,26,26.0,7,-0.600000023842,7.0,,,682.599975586,7.0,18.6000003815,7.0,0.0,7.0,,,7.30000019073,False,,,0.0,,False,False,False,False,False,False
561,684420,99999,2003,7,1,44.7999992371,17,12.6000003815,17.0,,,870.900024414,17.0,13.1999998093,15.0,1.89999997616,17.0,5.09999990463,,21.0,False,,,0.0,,False,False,False,False,False,False
562,723630,23047,1954,9,2,80.3000030518,24,55.7000007629,24.0,1016.0,24.0,896.299987793,24.0,14.8999996185,24.0,10.3000001907,24.0,15.8999996185,,66.0,True,,,0.0,,False,False,False,False,False,False
563,865000,99999,1975,9,11,50.9000015259,4,44.0999984741,4.0,1025.09997559,4.0,,,10.8999996185,4.0,2.79999995232,4.0,6.0,,39.2000007629,False,,,0.0,,False,False,False,False,False,False
564,749212,99999,1945,7,11,56.5,24,40.4000015259,24.0,1014.79998779,24.0,,,22.3999996185,24.0,3.5,24.0,7.0,,48.4000015259,True,,,,,False,False,False,False,False,False
565,10490,99999,2008,8,11,57.2999992371,24,41.2000007629,24.0,1001.5,5.0,1001.20001221,5.0,6.80000019073,19.0,6.09999990463,24.0,14.0,23.8999996185,44.7999992371,False,,,0.0,,False,False,False,False,False,False
566,36911,99999,1975,11,3,48.0999984741,19,43.7000007629,19.0,,,,,6.09999990463,19.0,7.0,19.0,15.0,,41.0,True,,,,,False,False,False,False,False,False
567,723030,13714,1970,2,21,35.0999984741,24,11.8000001907,24.0,1031.90002441,8.0,1023.09997559,8.0,7.0,24.0,2.40000009537,24.0,9.89999961853,,21.3999996185,True,,,0.0,,False,False,False,False,False,False
568,316470,99999,1975,1,12,11.6999998093,4,-2.70000004768,4.0,1005.90002441,4.0,,,26.3999996185,4.0,4.40000009537,4.0,5.80000019073,,8.60000038147,False,,,0.0,,False,False,False,False,False,False
569,383450,99999,2005,3,28,30.7000007629,8,24.1000003815,8.0,,,883.599975586,8.0,21.7000007629,8.0,1.20000004768,8.0,3.90000009537,,14.8999996185,False,,,0.0,1.20000004768,False,False,False,False,False,False
570,763230,99999,2004,1,7,53.4000015259,6,36.7000007629,6.0,1024.59997559,6.0,830.5,6.0,8.39999961853,6.0,5.80000019073,6.0,9.69999980927,,39.0,True,,,0.0,,False,False,False,False,False,False
571,646010,99999,1993,2,1,77.5999984741,6,32.2000007629,4.0,,,,,8.80000019073,6.0,7.0,6.0,8.0,,65.5,False,,,0.0,,False,False,False,False,False,False
572,14770,99999,1994,8,20,53.0999984741,7,51.7999992371,7.0,1006.79998779,7.0,986.799987793,7.0,3.0,7.0,2.20000004768,7.0,6.0,,51.5999984741,False,,,1.53999996185,,False,False,False,False,False,False
573,77680,99999,1986,9,15,71.5999984741,6,68.1999969482,6.0,1018.20001221,6.0,,,6.0,6.0,1.70000004768,6.0,6.0,9.89999961853,64.1999969482,False,,,0.0,,False,False,False,False,False,False
574,471400,99999,1997,1,23,26.5,8,19.8999996185,8.0,1020.29998779,8.0,1016.40002441,8.0,7.59999990463,8.0,4.90000009537,8.0,7.0,,20.5,False,,,0.019999999553,,False,False,False,False,False,False
575,918220,99999,1994,8,2,70.5999984741,8,55.5999984741,8.0,1014.90002441,8.0,,,31.1000003815,8.0,2.90000009537,8.0,8.89999961853,,62.0999984741,True,,,0.00999999977648,,False,False,False,False,False,False
576,702910,26412,1975,12,25,-4.80000019073,23,-11.8999996185,23.0,999.299987793,23.0,,,21.0,22.0,0.10000000149,23.0,2.90000009537,,-11.6999998093,True,,,0.00999999977648,,False,False,False,False,False,False
577,475750,99999,1991,10,29,53.0999984741,24,39.0999984741,24.0,1013.29998779,24.0,,,17.1000003815,8.0,10.8999996185,24.0,20.0,,47.0999984741,True,,,0.019999999553,,False,False,False,False,False,False
578,722486,13942,1989,12,21,30.5,24,24.3999996185,24.0,1027.0,24.0,,,5.0,24.0,8.89999961853,23.0,18.1000003815,24.1000003815,27.1000003815,True,,,0.0,,True,True,True,True,True,True
579,200870,99999,1998,6,7,31.2000007629,4,30.1000003815,4.0,1010.5,4.0,1009.5,4.0,13.3999996185,4.0,10.1999998093,4.0,11.6999998093,,29.1000003815,False,,,0.0299999993294,7.5,False,False,False,False,False,False
580,34880,99999,1986,12,27,39.0999984741,23,38.7000007629,23.0,1015.70001221,23.0,,,,,19.1000003815,23.0,22.0,,35.5999984741,True,,,0.0,,False,False,False,False,False,False
581,726685,99999,1980,9,21,63.0,8,50.0,8.0,1003.40002441,8.0,,,24.8999996185,8.0,8.60000038147,8.0,15.0,,54.9000015259,False,,,0.0,,False,False,False,False,False,False
582,718100,99999,2005,6,17,49.4000015259,24,44.0999984741,24.0,1013.40002441,8.0,1006.90002441,8.0,,,6.40000009537,24.0,14.0,21.0,44.2000007629,False,,,0.10000000149,,False,False,False,False,False,False
583,160610,99999,1979,6,18,65.0,6,49.0999984741,6.0,,,,,18.8999996185,6.0,3.59999990463,6.0,12.8000001907,,57.2000007629,False,,,0.0,,False,False,False,False,False,False
584,621200,99999,1973,9,26,78.1999969482,6,52.4000015259,6.0,,,,,7.90000009537,6.0,15.1999998093,6.0,31.1000003815,,60.7999992371,False,,,0.0,,False,False,False,False,False,False
585,623060,99999,1984,9,8,77.0999984741,8,69.0999984741,8.0,1011.40002441,8.0,,,4.09999990463,8.0,9.60000038147,8.0,15.0,,70.9000015259,False,,,0.0,,False,False,False,False,False,False
586,514670,99999,2007,5,1,63.7000007629,7,30.8999996185,7.0,,,828.200012207,7.0,18.6000003815,7.0,2.79999995232,7.0,5.80000019073,,53.2000007629,False,,,0.0,,False,False,False,False,False,False
587,476700,99999,2003,9,20,65.5,23,60.7999992371,23.0,1009.59997559,23.0,1004.79998779,23.0,6.69999980927,4.0,7.40000009537,23.0,13.0,,61.2000007629,True,,,1.13999998569,,False,False,False,False,False,False
588,718070,99999,2009,9,11,56.0,23,,,1022.79998779,8.0,1021.0,8.0,,,11.8000001907,23.0,21.0,25.7999992371,48.2000007629,True,,,0.0,,False,False,False,False,False,False
589,254560,99999,1976,3,27,-8.10000038147,7,-17.8999996185,7.0,1012.90002441,7.0,,,31.1000003815,7.0,10.3000001907,7.0,13.6000003815,,-11.1999998093,True,,,0.0,,False,False,False,False,False,False
590,262470,99999,1978,4,5,28.2000007629,8,16.2000007629,8.0,1023.90002441,8.0,,,28.7000007629,8.0,7.30000019073,8.0,11.6999998093,,23.0,True,,,0.0,,False,False,False,False,False,False
591,307290,99999,1993,4,1,21.1000003815,6,6.40000009537,6.0,1029.5,6.0,,,27.2999992371,5.0,11.0,6.0,19.3999996185,,8.39999961853,True,,,0.0,4.30000019073,False,False,False,False,False,False
592,763110,99999,2008,9,22,83.5999984741,6,73.5999984741,6.0,1009.5,6.0,982.700012207,6.0,14.5,6.0,0.600000023842,6.0,3.90000009537,,70.9000015259,False,,,0.0,,False,False,False,False,False,False
593,31020,99999,1989,9,2,53.7999992371,7,48.2999992371,7.0,1026.0,7.0,,,27.1000003815,7.0,10.3000001907,7.0,15.8999996185,,50.4000015259,False,,,0.0,,False,False,False,False,False,False
594,946980,99999,1996,12,15,81.0999984741,4,45.0,4.0,1008.40002441,4.0,997.599975586,4.0,31.1000003815,4.0,1.5,4.0,1.89999997616,,70.6999969482,True,,,0.0,,False,False,False,False,False,False
595,320980,99999,1962,1,19,5.59999990463,8,0.40000000596,8.0,1023.40002441,8.0,,,12.3999996185,8.0,5.80000019073,8.0,14.0,,-4.0,False,,,,,False,False,False,False,False,False
596,999999,14830,1960,1,13,37.7000007629,24,36.5999984741,24.0,1009.20001221,24.0,983.700012207,24.0,3.09999990463,24.0,5.40000009537,24.0,10.1000003815,,36.0,True,,,,,True,True,True,True,True,True
597,943740,99999,1957,4,26,73.9000015259,8,65.4000015259,8.0,,,1012.79998779,8.0,23.1000003815,8.0,2.70000004768,8.0,6.0,,62.0999984741,False,,,0.0,,False,False,False,False,False,False
598,727530,14914,2006,6,21,70.8000030518,24,53.0999984741,24.0,1007.40002441,24.0,,,10.0,24.0,12.8000001907,24.0,22.0,28.0,60.7999992371,True,,,0.0,,False,False,False,False,False,False
599,722420,99999,1982,6,17,81.8000030518,4,75.1999969482,4.0,1011.0,4.0,1009.0,4.0,7.59999990463,4.0,3.5,4.0,6.0,,77.0,False,,,0.129999995232,,False,False,False,False,False,False
600,154010,99999,1991,3,29,42.7999992371,10,37.2999992371,5.0,1024.19995117,5.0,1013.29998779,5.0,6.19999980927,10.0,15.6999998093,10.0,23.2999992371,31.1000003815,41.0,True,,,0.0,,False,False,False,False,False,False
601,67120,99999,1999,11,30,29.5,21,27.2999992371,21.0,1035.0,21.0,986.700012207,21.0,6.69999980927,5.0,1.89999997616,21.0,7.0,,20.7999992371,True,,,0.0,1.20000004768,False,False,False,False,False,False
602,948660,99999,1987,4,14,55.9000015259,22,43.7000007629,22.0,,,,,8.30000019073,22.0,7.59999990463,22.0,20.0,,44.4000015259,True,,,0.0,,False,False,False,False,False,False
603,82610,99999,2003,11,2,51.2999992371,8,42.9000015259,8.0,1020.0,8.0,971.900024414,8.0,12.1999998093,8.0,2.5,8.0,5.09999990463,,43.5,False,,,0.0,,False,False,False,False,False,False
604,655070,99999,1990,5,9,86.6999969482,4,66.9000015259,4.0,1007.5,4.0,,,11.6999998093,4.0,5.09999990463,4.0,8.0,,75.0,False,,,0.0399999991059,,False,False,False,False,False,False
605,112920,99999,2004,2,2,43.7000007629,22,29.7000007629,22.0,1024.30004883,22.0,960.299987793,22.0,,,3.5,22.0,5.80000019073,,32.0,False,,,0.0,,False,False,False,False,False,False
606,890020,99999,1996,12,30,27.7999992371,8,23.8999996185,8.0,983.299987793,8.0,978.0,8.0,5.80000019073,6.0,14.6000003815,8.0,21.0,,25.2000007629,True,,,,,False,False,False,False,False,False
607,30030,99999,2007,5,25,47.5,24,40.5,24.0,,,,,6.59999990463,24.0,16.6000003815,24.0,22.8999996185,33.0,44.5999984741,True,,,,,False,False,False,False,False,False
608,11020,99999,2007,9,9,49.9000015259,24,44.0,24.0,1008.5,24.0,1006.59997559,24.0,,,11.5,24.0,17.5,,48.5999984741,True,,,0.0,,False,False,False,False,False,False
609,32643,99999,2001,5,30,61.2999992371,7,60.0,7.0,,,,,7.5,6.0,10.5,7.0,15.8999996185,,55.4000015259,True,,,0.0,,False,False,False,False,False,False
610,303930,99999,1995,9,13,29.5,8,18.1000003815,8.0,1012.79998779,8.0,910.299987793,8.0,16.2000007629,8.0,5.09999990463,8.0,7.80000019073,,19.3999996185,False,,,0.0,,False,False,False,False,False,False
611,722500,12919,1951,8,14,83.3000030518,24,74.1999969482,24.0,1015.59997559,24.0,1014.90002441,24.0,13.6000003815,24.0,5.90000009537,24.0,17.1000003815,,75.0,True,,,0.0,,True,True,True,True,True,True
612,380010,99999,1952,11,16,31.5,4,17.2000007629,4.0,1042.80004883,4.0,,,9.30000019073,4.0,4.5,4.0,9.89999961853,,27.0,False,,,0.0,,False,False,False,False,False,False
613,402500,99999,1986,6,23,83.3000030518,5,51.4000015259,5.0,1003.09997559,5.0,,,12.3999996185,5.0,6.0,5.0,12.0,,61.9000015259,False,,,0.0,,False,False,False,False,False,False
614,722315,53917,1999,11,29,63.4000015259,24,50.7999992371,24.0,1028.59997559,24.0,,,9.60000038147,23.0,6.90000009537,23.0,11.1000003815,,54.0,False,,,0.0,,False,False,False,False,False,False
615,288250,99999,2001,10,29,33.2999992371,8,30.1000003815,8.0,1027.19995117,8.0,,,4.80000019073,8.0,3.59999990463,8.0,3.90000009537,,30.0,True,,,0.0299999993294,4.69999980927,False,False,False,False,False,False
616,911650,22536,1985,3,27,73.9000015259,24,63.2999992371,24.0,1018.59997559,24.0,1013.29998779,24.0,14.3999996185,24.0,15.5,24.0,20.0,28.8999996185,72.0,False,,,0.0,,False,False,False,False,False,False
617,225510,99999,1987,4,6,23.2000007629,7,18.1000003815,7.0,1002.20001221,7.0,,,14.8999996185,7.0,6.90000009537,7.0,15.5,,14.0,True,,,0.0,9.80000019073,False,False,False,False,False,False
618,560210,99999,1987,7,25,49.9000015259,7,34.9000015259,7.0,,,611.299987793,7.0,18.6000003815,7.0,5.0,7.0,11.6999998093,,31.1000003815,False,,,0.0,,False,False,False,False,False,False
619,946370,99999,1960,11,9,59.7000007629,7,45.4000015259,7.0,,,970.099975586,7.0,,,5.40000009537,7.0,14.0,,50.4000015259,True,,,,,False,False,False,False,False,False
620,562870,99999,1981,8,24,74.5,5,67.5999984741,5.0,1001.70001221,5.0,,,13.8000001907,5.0,3.09999990463,5.0,7.80000019073,,71.5999984741,False,,,0.34999999404,,False,False,False,False,False,False
621,725415,99999,2002,8,10,70.9000015259,24,58.2000007629,24.0,,,,,10.0,24.0,3.59999990463,24.0,9.89999961853,15.8999996185,55.4000015259,True,,,0.0,,False,False,False,False,False,False
622,318660,99999,1978,2,14,0.5,8,-18.0,8.0,1018.70001221,8.0,,,31.1000003815,8.0,18.8999996185,8.0,29.1000003815,,-9.39999961853,False,,,0.0,,False,False,False,False,False,False
623,74970,99999,2002,5,7,55.4000015259,18,27.7000007629,18.0,,,916.299987793,18.0,22.8999996185,11.0,10.1999998093,18.0,14.0,,41.9000015259,False,,,0.0,,False,False,False,False,False,False
624,42420,99999,2005,3,3,33.2000007629,6,30.5,6.0,1005.09997559,6.0,1003.40002441,6.0,,,14.6999998093,6.0,18.1000003815,,29.5,True,,,0.0,,False,False,False,False,False,False
625,804160,99999,1984,5,7,76.4000015259,6,63.2000007629,6.0,,,,,6.40000009537,6.0,3.79999995232,6.0,8.0,,66.1999969482,True,,,0.0,,False,False,False,False,False,False
626,574760,99999,1975,9,16,74.1999969482,7,67.5,7.0,1013.90002441,7.0,,,10.8000001907,7.0,1.39999997616,7.0,3.90000009537,,64.4000015259,False,,,0.0,,True,True,True,True,True,True
627,477880,99999,1982,10,18,66.5,22,58.7999992371,22.0,,,,,7.0,22.0,5.30000019073,22.0,11.8000001907,,60.7999992371,True,,,,,False,False,False,False,False,False
628,747910,13717,1974,11,1,65.3000030518,24,55.7999992371,24.0,1023.40002441,8.0,,,5.59999990463,24.0,1.60000002384,24.0,5.80000019073,,54.0,True,,,0.0,,False,False,False,False,False,False
629,596580,99999,1991,10,14,82.5,7,73.4000015259,7.0,1012.79998779,7.0,,,12.8000001907,7.0,6.09999990463,7.0,7.80000019073,,77.9000015259,False,,,0.0,,False,False,False,False,False,False
630,63770,99999,2007,7,27,65.4000015259,24,55.5999984741,24.0,,,,,15.3999996185,24.0,9.69999980927,24.0,15.5,,58.0999984741,False,,,0.10000000149,,False,False,False,False,False,False
